feature,file_name,branch,attack_family,attack_subtype,dtype,missing_count_sample,missing_ratio_sample,unique_values_sample
stream_30_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,14995
stream_30_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14474,0.48246666666666665,14992
src_ip_30_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,324,0.0108,6249
src_ip_30_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,324,0.0108,18786
src_ip_30_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,415,0.013833333333333333,27467
src_ip_mac_30_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,6249
src_ip_mac_30_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,18832
src_ip_mac_30_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,134,0.0044666666666666665,27534
channel_30_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,6341
channel_30_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,23577
channel_30_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,102,0.0034,27944
stream_jitter_30_sum,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14474,0.48246666666666665,15509
stream_jitter_30_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14474,0.48246666666666665,15511
stream_jitter_30_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14885,0.49616666666666664,15115
stream_60_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,14760
stream_60_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,14995
stream_60_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14474,0.48246666666666665,14992
src_ip_60_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,324,0.0108,6249
src_ip_60_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,324,0.0108,18786
src_ip_60_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,415,0.013833333333333333,27467
src_ip_mac_60_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,6249
src_ip_mac_60_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,18832
src_ip_mac_60_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,134,0.0044666666666666665,27534
channel_60_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,6341
channel_60_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,23577
channel_60_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,102,0.0034,27944
stream_jitter_60_sum,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14474,0.48246666666666665,15509
stream_jitter_60_mean,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14474,0.48246666666666665,15511
stream_jitter_60_var,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,14885,0.49616666666666664,15115
ntp_interval,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,4
most_freq_spot,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,int64,0,0.0,51
min_et,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,28
q1,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,68
min_e,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,28
var_e,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,598
q1_e,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,68
sum_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,664
min_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,25
max_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,50
med_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,59
average_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,664
var_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,702
q3_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,93
q1_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,57
iqr_p,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,135
l3_ip_dst_count,DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,float64,0,0.0,20
stream,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,11156
src_mac,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,66
dst_mac,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,88
src_ip,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,1125,0.0375,180
dst_ip,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,1125,0.0375,197
src_port,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,10252
dst_port,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,3476
inter_arrival_time,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,30000
time_since_previously_displayed_frame,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,5886
port_class_dst,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,4
l4_tcp,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,2
l4_udp,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,2
ttl,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,52
eth_size,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,351
tcp_window_size,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,297
payload_entropy,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,1318
handshake_version,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,2
handshake_cipher_suites_length,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,14
handshake_ciphersuites,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,1
handshake_extensions_length,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,22
tls_server,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,17
handshake_sig_hash_alg_len,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,8
http_request_method,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,3
http_host,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,1
http_response_code,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,3
user_agent,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,3
dns_server,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,44
dns_query_type,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,29634,0.9878,4
dns_len_qry,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,26
dns_interval,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,330
dns_len_ans,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,20
device_mac,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,64
eth_src_oui,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,31
eth_dst_oui,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,33
payload_length,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,334
highest_layer,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,46
http_uri,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,3
http_content_len,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,2
http_content_type,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,object,0,0.0,2
icmp_type,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,4
icmp_checksum_status,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,2
icmp_data_size,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,6
jitter,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,10090
stream_1_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,1091
stream_1_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,11416
stream_1_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,14239,0.47463333333333335,11670
src_ip_1_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,1419
src_ip_1_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,6215
src_ip_1_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,2412,0.0804,14932
src_ip_mac_1_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,1419
src_ip_mac_1_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,6286
src_ip_mac_1_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1701,0.0567,15030
channel_1_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,1493
channel_1_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,16110
channel_1_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1210,0.04033333333333333,22804
stream_jitter_1_sum,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,15452
stream_jitter_1_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18604
stream_jitter_1_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,15315,0.5105,14680
stream_5_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,3941
stream_5_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,12822
stream_5_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11764,0.39213333333333333,13083
src_ip_5_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,5194
src_ip_5_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,12346
src_ip_5_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1561,0.052033333333333334,21627
src_ip_mac_5_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,5194
src_ip_mac_5_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,12464
src_ip_mac_5_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,611,0.02036666666666667,21838
channel_5_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,5362
channel_5_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,25108
channel_5_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,598,0.019933333333333334,27141
stream_jitter_5_sum,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,16606
stream_jitter_5_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18611
stream_jitter_5_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,14816,0.4938666666666667,15181
stream_10_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,6728
stream_10_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,13353
stream_10_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11443,0.38143333333333335,13581
src_ip_10_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,6602
src_ip_10_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,15528
src_ip_10_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1428,0.0476,23553
src_ip_mac_10_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,6602
src_ip_mac_10_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,15705
src_ip_mac_10_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,430,0.014333333333333333,23843
channel_10_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,6841
channel_10_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,26738
channel_10_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,390,0.013,27724
stream_jitter_10_sum,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,16805
stream_jitter_10_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18616
stream_jitter_10_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,14633,0.4877666666666667,15364
stream_30_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,9526
stream_30_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,14243
stream_30_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11271,0.3757,14400
src_ip_30_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,7890
src_ip_30_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,19774
src_ip_30_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1328,0.04426666666666667,25623
src_ip_mac_30_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,7890
src_ip_mac_30_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,20036
src_ip_mac_30_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,273,0.0091,25994
channel_30_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,8291
channel_30_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,27924
channel_30_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,265,0.008833333333333334,28337
stream_jitter_30_sum,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18021
stream_jitter_30_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18615
stream_jitter_30_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,14469,0.4823,15528
stream_60_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,11904
stream_60_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,14533
stream_60_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11165,0.37216666666666665,14701
src_ip_60_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,7890
src_ip_60_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1125,0.0375,22323
src_ip_60_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,1306,0.043533333333333334,26598
src_ip_mac_60_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,7890
src_ip_mac_60_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,22662
src_ip_mac_60_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,242,0.008066666666666666,27057
channel_60_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,8291
channel_60_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,28279
channel_60_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,235,0.007833333333333333,28614
stream_jitter_60_sum,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18484
stream_jitter_60_mean,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,11156,0.3718666666666667,18616
stream_jitter_60_var,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,14387,0.47956666666666664,15610
ntp_interval,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,48
most_freq_spot,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,int64,0,0.0,79
min_et,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,38
q1,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,173
min_e,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,38
var_e,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,3597
q1_e,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,173
sum_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,2765
min_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,30
max_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,221
med_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,218
average_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,2765
var_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,3669
q3_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,501
q1_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,131
iqr_p,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,678
l3_ip_dst_count,DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,float64,0,0.0,43
stream,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,14670
src_mac,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,object,0,0.0,57
dst_mac,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,object,0,0.0,41
src_ip,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,object,246,0.0082,94
dst_ip,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,object,246,0.0082,79
src_port,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,13097
dst_port,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,191
inter_arrival_time,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,float64,0,0.0,30000
time_since_previously_displayed_frame,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,float64,0,0.0,2078
port_class_dst,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,4
l4_tcp,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,2
l4_udp,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,2
ttl,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,31
eth_size,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,89
tcp_window_size,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,52
payload_entropy,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,float64,0,0.0,226
handshake_version,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,object,0,0.0,2
handshake_cipher_suites_length,DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,int64,0,0.0,3
